No,Namespace,Variable,Description,Render Section,Category,Value
167,ABS_24,PERCTOT,Percentage of overall absence,A6-Absence,KS1 only Ages 3 to 7 Mixed sex,5.1
168,ABS_24,PPERSABS10,Percentage of enrolments who are persistent absentees,A6-Absence,KS1 only Ages 3 to 7 Mixed sex,12.4
169,CENSUS_25,SCHOOLTYPE,Type of school,,KS1 only Ages 3 to 7 Mixed sex,State-funded primary
170,CENSUS_25,NOR,Total number of pupils on roll,A4-Census,KS1 only Ages 3 to 7 Mixed sex,382
171,CENSUS_25,NORG,Number of girls on roll,A4-Census,KS1 only Ages 3 to 7 Mixed sex,178
172,CENSUS_25,NORB,Number of boys on roll,A4-Census,KS1 only Ages 3 to 7 Mixed sex,204
173,CENSUS_25,PNORG,Percentage of girls on roll,A4-Census,KS1 only Ages 3 to 7 Mixed sex,46.60%
174,CENSUS_25,PNORB,Percentage of boys on roll,A4-Census,KS1 only Ages 3 to 7 Mixed sex,53.40%
175,CENSUS_25,TSENELSE,Number of eligible pupils with an EHC plan,A4-Census,KS1 only Ages 3 to 7 Mixed sex,13
176,CENSUS_25,PSENELSE,Percentage of eligible pupils with an EHC plan,A4-Census,KS1 only Ages 3 to 7 Mixed sex,3.40%
177,CENSUS_25,TSENELK,Number of eligible pupils with SEN support,A4-Census,KS1 only Ages 3 to 7 Mixed sex,71
178,CENSUS_25,PSENELK,Percentage of eligible pupils with SEN support,A4-Census,KS1 only Ages 3 to 7 Mixed sex,18.59%
179,CENSUS_25,NUMEAL,No.  pupils where English not first language,A4-Census,KS1 only Ages 3 to 7 Mixed sex,110
180,CENSUS_25,NUMENGFL,No. pupils with English first language,A4-Census,KS1 only Ages 3 to 7 Mixed sex,255
181,CENSUS_25,NUMUNCFL,No. pupils where first language is unclassified,A4-Census,KS1 only Ages 3 to 7 Mixed sex,17
182,CENSUS_25,PNUMEAL,%  pupils where English not first language,A4-Census,KS1 only Ages 3 to 7 Mixed sex,28.80%
183,CENSUS_25,PNUMENGFL,% pupils with English first language,A4-Census,KS1 only Ages 3 to 7 Mixed sex,66.80%
184,CENSUS_25,PNUMUNCLF,,A4-Census,KS1 only Ages 3 to 7 Mixed sex,0.045
185,CENSUS_25,NUMFSM,No. pupils eligible for free school meals,A4-Census,KS1 only Ages 3 to 7 Mixed sex,60
186,CENSUS_25,NUMFSMEVER,Number of pupils eligible for FSM at any time during the past 6 years,A4-Census,KS1 only Ages 3 to 7 Mixed sex,57
187,CENSUS_25,NORFSMEVER,Total pupils for FSMEver,A4-Census,KS1 only Ages 3 to 7 Mixed sex,336
188,CENSUS_25,PNUMFSMEVER,Percentage of pupils eligible for FSM at any time during the past 6 years,A4-Census,KS1 only Ages 3 to 7 Mixed sex,16.96%
189,L,ISPRIMARY,"Does the school provide primary education? ( 0 = No, 1 = Yes)",A1-Identity,KS1 only Ages 3 to 7 Mixed sex,1
190,L,ISSECONDARY,"Does the school provide secondary education? ( 0 = No, 1 = Yes)",A1-Identity,KS1 only Ages 3 to 7 Mixed sex,0
191,L,ISPOST16,"Does the school provide post 16 education? (  0 = No, 1 = Yes)",A1-Identity,KS1 only Ages 3 to 7 Mixed sex,0
192,L,AGELOW,Lowest age of entry,A1-Identity,KS1 only Ages 3 to 7 Mixed sex,3
193,L,AGEHIGH,Highest age of entry,A1-Identity,KS1 only Ages 3 to 7 Mixed sex,7
194,L,GENDER,Indicates whether it's a mixed or single sex school,A1-Identity,KS1 only Ages 3 to 7 Mixed sex,Mixed
195,L,RELCHAR,Religious character,A1-Identity,KS1 only Ages 3 to 7 Mixed sex,Does not apply
196,L,ADMPOL,Admissions Policy,A1-Identity,KS1 only Ages 3 to 7 Mixed sex,Not applicable
197,ABS_24,PERCTOT,Percentage of overall absence,A6-Absence,KS2 Ages 7 to 11 Mixed sex,5.9
198,ABS_24,PPERSABS10,Percentage of enrolments who are persistent absentees,A6-Absence,KS2 Ages 7 to 11 Mixed sex,14
199,CENSUS_25,SCHOOLTYPE,Type of school,,KS2 Ages 7 to 11 Mixed sex,State-funded primary
200,CENSUS_25,NOR,Total number of pupils on roll,A4-Census,KS2 Ages 7 to 11 Mixed sex,392
201,CENSUS_25,NORG,Number of girls on roll,A4-Census,KS2 Ages 7 to 11 Mixed sex,192
202,CENSUS_25,NORB,Number of boys on roll,A4-Census,KS2 Ages 7 to 11 Mixed sex,200
203,CENSUS_25,PNORG,Percentage of girls on roll,A4-Census,KS2 Ages 7 to 11 Mixed sex,48.98%
204,CENSUS_25,PNORB,Percentage of boys on roll,A4-Census,KS2 Ages 7 to 11 Mixed sex,51.02%
205,CENSUS_25,TSENELSE,Number of eligible pupils with an EHC plan,A4-Census,KS2 Ages 7 to 11 Mixed sex,24
206,CENSUS_25,PSENELSE,Percentage of eligible pupils with an EHC plan,A4-Census,KS2 Ages 7 to 11 Mixed sex,6.12%
207,CENSUS_25,TSENELK,Number of eligible pupils with SEN support,A4-Census,KS2 Ages 7 to 11 Mixed sex,95
208,CENSUS_25,PSENELK,Percentage of eligible pupils with SEN support,A4-Census,KS2 Ages 7 to 11 Mixed sex,24.23%
209,CENSUS_25,NUMEAL,No.  pupils where English not first language,A4-Census,KS2 Ages 7 to 11 Mixed sex,90
210,CENSUS_25,NUMENGFL,No. pupils with English first language,A4-Census,KS2 Ages 7 to 11 Mixed sex,295
211,CENSUS_25,NUMUNCFL,No. pupils where first language is unclassified,A4-Census,KS2 Ages 7 to 11 Mixed sex,7
212,CENSUS_25,PNUMEAL,%  pupils where English not first language,A4-Census,KS2 Ages 7 to 11 Mixed sex,23.00%
213,CENSUS_25,PNUMENGFL,% pupils with English first language,A4-Census,KS2 Ages 7 to 11 Mixed sex,75.30%
214,CENSUS_25,PNUMUNCLF,,A4-Census,KS2 Ages 7 to 11 Mixed sex,0.018
215,CENSUS_25,NUMFSM,No. pupils eligible for free school meals,A4-Census,KS2 Ages 7 to 11 Mixed sex,100
216,CENSUS_25,NUMFSMEVER,Number of pupils eligible for FSM at any time during the past 6 years,A4-Census,KS2 Ages 7 to 11 Mixed sex,100
217,CENSUS_25,NORFSMEVER,Total pupils for FSMEver,A4-Census,KS2 Ages 7 to 11 Mixed sex,392
218,CENSUS_25,PNUMFSMEVER,Percentage of pupils eligible for FSM at any time during the past 6 years,A4-Census,KS2 Ages 7 to 11 Mixed sex,25.51%
219,KS2_25,PCODE,School postcode,A5-KS2,KS2 Ages 7 to 11 Mixed sex,RH1 6JX
220,KS2_25,NFTYPE,School type,A5-KS2,KS2 Ages 7 to 11 Mixed sex,CY
221,KS2_25,RELDENOM,Religious denomination,A5-KS2,KS2 Ages 7 to 11 Mixed sex,Does not apply
222,KS2_25,AGERANGE,Age range,A5-KS2,KS2 Ages 7 to 11 Mixed sex,7 to 11
223,KS2_25,TOTPUPS,Total number of pupils (including part-time pupils),A5-KS2,KS2 Ages 7 to 11 Mixed sex,392
224,KS2_25,TPUPYEAR,Number of pupils aged 11,A5-KS2,KS2 Ages 7 to 11 Mixed sex,106
225,KS2_25,TELIG,Published eligible pupil number,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,105
226,KS2_25,BELIG,Eligible boys on school roll at time of tests,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,51
227,KS2_25,GELIG,Eligible girls on school roll at time of tests,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,54
228,KS2_25,PBELIG,Percentage of eligible boys on school roll at time of tests,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,49%
229,KS2_25,PGELIG,Percentage of eligible girls on school roll at time of tests,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,51%
230,KS2_25,TFSM6CLA1A,Number of key stage 2 disadvantaged pupils (those who were eligible for free school meals in last 6 years or are looked after by the LA for a day or more or who have been adopted from care),A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,32
231,KS2_25,PTFSM6CLA1A,Percentage of key stage 2 disadvantaged pupils,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,30%
232,KS2_25,TNOTFSM6CLA1A,Number of key stage 2 pupils who are not disadvantaged,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,73
233,KS2_25,PTNOTFSM6CLA1A,Percentage of key stage 2 pupils who are not disadvantaged,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,70%
234,KS2_25,TEALGRP2,Number of eligible pupils with English as additional language (EAL),A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,30
235,KS2_25,PTEALGRP2,Percentage of eligible pupils with English as additional language (EAL),A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,29%
236,KS2_25,TMOBN,Number of eligible pupils classified as non-mobile,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,100
237,KS2_25,PTMOBN,Percentage of eligible pupils classified as non-mobile,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,95%
238,KS2_25,PTRWM_EXP,"Percentage of pupils reaching the expected standard in reading, writing and maths",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,74%
239,KS2_25,PTRWM_HIGH,Percentage of pupils achieving a high score in reading and maths and working at greater depth in writing,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,15%
240,KS2_25,PTREAD_EXP,Percentage of pupils reaching the expected standard in reading,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,88%
241,KS2_25,PTREAD_HIGH,Percentage of pupils achieving a high score in reading,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,51%
242,KS2_25,PTREAD_AT,Percentage of pupils absent from or not able to access the test in reading,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,0%
243,KS2_25,READ_AVERAGE,Average scaled score in reading,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,109
244,KS2_25,PTGPS_EXP,"Percentage of pupils reaching the expected standard in grammar, punctuation and spelling",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,79%
245,KS2_25,PTGPS_HIGH,"Percentage of pupils achieving a high score in grammar, punctuation and spelling",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,28%
246,KS2_25,PTGPS_AT,"Percentage of pupils absent from or not able to access the test in grammar, punctuation and spelling",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,0%
247,KS2_25,GPS_AVERAGE,"Average scaled score in grammar, punctuation and spelling",A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,105
248,KS2_25,PTMAT_EXP,Percentage of pupils reaching the expected standard in maths,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,89%
249,KS2_25,PTMAT_HIGH,Percentage of pupils achieving a high score in maths,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,30%
250,KS2_25,PTMAT_AT,Percentage of pupils absent from or not able to access the test in maths,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,0%
251,KS2_25,MAT_AVERAGE,Average scaled score in maths,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,106
252,KS2_25,PTWRITTA_EXP,Percentage of pupils reaching the expected standard in writing,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,76%
253,KS2_25,PTWRITTA_HIGH,Percentage of pupils working at greater depth within the expected standard in writing,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,20%
254,KS2_25,PTWRITTA_WTS,Percentage of pupils working towards the expected standard in writing,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,11%
255,KS2_25,PTWRITTA_AD,Percentage of pupils absent or disapplied in writing TA,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,0%
256,KS2_25,PTSCITA_EXP,Percentage of pupils reaching the expected standard in science TA,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,91%
257,KS2_25,PTSCITA_AD,Percentage of pupils absent or disapplied in science TA,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,0%
258,KS2_25,PTRWM_EXP_B,"Percentage of boys reaching the expected standard in reading, writing and maths",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,69%
259,KS2_25,PTRWM_EXP_G,"Percentage of girls reaching the expected standard in reading, writing and maths",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,80%
260,KS2_25,PTRWM_EXP_FSM6CLA1A,"Percentage of disadvantaged pupils reaching the expected standard in reading, writing and maths",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,63%
261,KS2_25,PTRWM_EXP_NOTFSM6CLA1A,"Percentage of non-disadvantaged pupils reaching the expected standard in reading, writing and maths",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,79%
262,KS2_25,DIFFN_RWM_EXP,"Difference between school percentage of disavantaged pupils and national percentage of other pupils reaching the expected standard in reading, writing and maths",A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,-6
263,KS2_25,PTRWM_EXP_EAL,"Percentage of EAL pupils reaching the expected standard in reading, writing and maths",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,90%
264,KS2_25,PTRWM_EXP_MOBN,"Percentage of non-mobile pupils reaching the expected standard in reading, writing and maths",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,74%
265,KS2_25,PTRWM_HIGH_B,Percentage of boys achieving a high score in reading and maths and working at greater depth in writing,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,18%
266,KS2_25,PTRWM_HIGH_G,"Percentage of girls reaching the HIGHected standard in reading, writing and maths",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,13%
267,KS2_25,PTRWM_HIGH_FSM6CLA1A,Percentage of disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,9%
268,KS2_25,PTRWM_HIGH_NOTFSM6CLA1A,Percentage of non-disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,18%
269,KS2_25,DIFFN_RWM_HIGH,"Difference between school percentage of disavantaged pupils and national percentage of other pupils achieving a high score in reading, writing and maths",A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,-2
270,KS2_25,PTRWM_HIGH_EAL,Percentage of EAL pupils achieving a high score in reading and maths and working at greater depth in writing,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,23%
271,KS2_25,PTRWM_HIGH_MOBN,Percentage of non-mobile pupils achieving a high score in reading and maths and working at greater depth in writing,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,14%
272,KS2_25,READ_AVERAGE_B,Average scaled score in reading for boys,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,107
273,KS2_25,READ_AVERAGE_G,Average scaled score in reading for girls,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,111
274,KS2_25,READ_AVERAGE_FSM6CLA1A,Average scaled score in reading for disadvantaged pupils,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,106
275,KS2_25,READ_AVERAGE_NOTFSM6CLA1A,Average scaled score in reading for non-disadvantaged pupils,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,110
276,KS2_25,READ_AVERAGE_EAL,Average scaled score in reading for EAL pupils,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,112
277,KS2_25,READ_AVERAGE_MOBN,Average scaled score in reading for MOBN pupils,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,109
278,KS2_25,MAT_AVERAGE_B,Average scaled score in maths for boys,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,106
279,KS2_25,MAT_AVERAGE_G,Average scaled score in maths for girls,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,106
280,KS2_25,MAT_AVERAGE_FSM6CLA1A,Average scaled score in maths for disadvantaged pupils,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,104
281,KS2_25,MAT_AVERAGE_NOTFSM6CLA1A,Average scaled score in maths for non-disadvantaged pupils,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,107
282,KS2_25,MAT_AVERAGE_EAL,Average scaled score in maths for EAL pupils,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,109
283,KS2_25,MAT_AVERAGE_MOBN,Average scaled score in maths for MOBN pupils,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,106
284,KS2_25,GPS_AVERAGE_B,Average scaled score in GPS for boys,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,105
285,KS2_25,GPS_AVERAGE_G,Average scaled score in GPS for girls,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,106
286,KS2_25,GPS_AVERAGE_FSM6CLA1A,Average scaled score in GPS for disadvantaged pupils,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,103
287,KS2_25,GPS_AVERAGE_NOTFSM6CLA1A,Average scaled score in GPS for non-disadvantaged pupils,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,106
288,KS2_25,GPS_AVERAGE_EAL,Average scaled score in GPS for EAL pupils,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,109
289,KS2_25,GPS_AVERAGE_MOBN,Average scaled score in GPS for MOBN pupils,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,105
290,KS2_25,PTREAD_EXP_FSM6CLA1A,Percentage of disadvantaged pupils reaching the expected standard in reading,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,75%
291,KS2_25,PTREAD_EXP_NOTFSM6CLA1A,Percentage of non-disadvantaged pupils reaching the expected standard in reading,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,93%
292,KS2_25,PTGPS_EXP_FSM6CLA1A,"Percentage of disadvantaged pupils reaching the expected standard in grammar, punctuation and spelling",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,69%
293,KS2_25,PTGPS_EXP_NOTFSM6CLA1A,"Percentage of non-disadvantaged pupils reaching the expected standard in grammar, punctuation and spelling",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,84%
294,KS2_25,PTMAT_EXP_FSM6CLA1A,Percentage of disadvantaged pupils reaching the expected standard in maths,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,81%
295,KS2_25,PTMAT_EXP_NOTFSM6CLA1A,Percentage of non-disadvantaged pupils reaching the expected standard in maths,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,92%
296,KS2_25,PTWRITTA_EXP_FSM6CLA1A,Percentage of disadvantaged pupils reaching the expected standard in writing,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,66%
297,KS2_25,PTWRITTA_EXP_NOTFSM6CLA1A,Percentage of non-disadvantaged pupils reaching the expected standard in writing,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,81%
298,KS2_25,PTREAD_HIGH_FSM6CLA1A,Percentage of disadvantaged pupils achieving a high score in reading,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,34%
299,KS2_25,PTREAD_HIGH_NOTFSM6CLA1A,Percentage of non-disadvantaged pupils achieving a high score in reading,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,59%
300,KS2_25,PTGPS_HIGH_FSM6CLA1A,"Percentage of disadvantaged pupils achieving a high score in grammar, punctuation and spelling",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,19%
301,KS2_25,PTGPS_HIGH_NOTFSM6CLA1A,"Percentage of non-disadvantaged pupils achieving a high score in grammar, punctuation and spelling",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,32%
302,KS2_25,PTMAT_HIGH_FSM6CLA1A,Percentage of disadvantaged pupils achieving a high score in maths,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,22%
303,KS2_25,PTMAT_HIGH_NOTFSM6CLA1A,Percentage of non-disadvantaged pupils achieving a high score in maths,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,33%
304,KS2_25,PTWRITTA_HIGH_FSM6CLA1A,Percentage of disadvantaged pupils working at greater depth in writing,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,9%
305,KS2_25,PTWRITTA_HIGH_NOTFSM6CLA1A,Percentage of non-disadvantaged pupils working at greater depth in writing,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,25%
306,KS2_25,TEALGRP1,Number of eligible pupils with English as first language,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,73
307,KS2_25,PTEALGRP1,Percentage of eligible pupils with English as first language,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,70%
308,KS2_25,TEALGRP3,Number of eligible pupils with unclassified language,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,2
309,KS2_25,PTEALGRP3,Percentage of eligible pupils with unclassified language,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,2%
310,KS2_25,TSENELE,Number of eligible pupils with EHC plan,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,7
311,KS2_25,PSENELE,Percentage of eligible pupils with EHC plan,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,7%
312,KS2_25,TSENELK,Number of eligible pupils with SEN support,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,25
313,KS2_25,PSENELK,Percentage of eligible pupils with SEN support,A5-KS2,KS2 Ages 7 to 11 Mixed sex,24%
314,KS2_25,TSENELEK,Number of eligible pupils with SEN (EHC plan or SEN support),A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,32
315,KS2_25,PSENELEK,Percentage of eligible pupils with SEN  (EHC plan or SEN support),A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,30%
316,KS2_25,TELIG_24,Number of eligible pupils 2024,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,110
317,KS2_25,PTFSM6CLA1A_24,Percentage of key stage 2 disadvantaged pupils one year prior,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,24%
318,KS2_25,PTNOTFSM6CLA1A_24,Percentage of key stage 2 pupils who are not disadvantaged one year prior,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,76%
319,KS2_25,PTRWM_EXP_24,"Percentage of pupils reaching the expected standard in reading, writing and maths one year prior",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,66%
320,KS2_25,PTRWM_HIGH_24,Percentage of pupils achieving a high score in reading and maths and working at greater depth in writing  one year prior,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,12%
321,KS2_25,PTRWM_EXP_FSM6CLA1A_24,"Percentage of disadvantaged pupils reaching the expected standard in reading, writing and maths one year prior",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,42%
322,KS2_25,PTRWM_HIGH_FSM6CLA1A_24,Percentage of disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing one year prior,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,12%
323,KS2_25,PTRWM_EXP_NOTFSM6CLA1A_24,"Percentage of non-disadvantaged pupils reaching the expected standard in reading, writing and maths one year prior",A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,74%
324,KS2_25,PTRWM_HIGH_NOTFSM6CLA1A_24,Percentage of non-disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing one year prior,A5-KS2-T2-Attainment,KS2 Ages 7 to 11 Mixed sex,12%
325,KS2_25,READ_AVERAGE_24,Average scaled score in reading - one year prior,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,108
326,KS2_25,MAT_AVERAGE_24,Average scaled score in maths - one year prior,A5-KS2-T3-Scores,KS2 Ages 7 to 11 Mixed sex,105
327,KS2_25,TELIG_23,Number of eligible pupils 2023,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,118
328,KS2_25,PTFSM6CLA1A_23,Percentage of key stage 2 disadvantaged pupils - two years prior,A5-KS2-T1-Cohort,KS2 Ages 7 to 11 Mixed sex,26%
